,Beer_Name,Beer_ID,Brew_ID,ABV,IBU,Style,Ounces,Brewery_Name,City,State
1191,Lancaster German Style Kölsch,195,546,0.048,28,Kölsch,12,Lancaster Brewing Company,Lancaster, PA
1192,Beach Cruiser,2547,60,0.045,27,Hefeweizen,12,Latitude 42 Brewing Company,Portage, MI
1193,I.P. Eh!,2493,60,0.068,70,American IPA,12,Latitude 42 Brewing Company,Portage, MI
1194,Schoolhouse Honey,2492,60,0.05,17,American Amber / Red Ale,12,Latitude 42 Brewing Company,Portage, MI
1195,10 Degrees of Separation,2491,60,0.055,30,English Brown Ale,12,Latitude 42 Brewing Company,Portage, MI
1196,Laughing Dog Cream Ale,2108,219,0.05,12,Cream Ale,12,Laughing Dog Brewing Company,Ponderay, ID
1197,Two-One Niner,1397,219,0.048,9,American Pilsner,12,Laughing Dog Brewing Company,Ponderay, ID
1198,Laughing Dog IPA,1396,219,0.064,66,American IPA,12,Laughing Dog Brewing Company,Ponderay, ID
1199,Madra Allta,1675,346,0.064,95,American IPA,12,Lavery Brewing Company,Erie, PA
1200,Duluchan India Pale Ale,1249,346,0.056,70,American IPA,12,Lavery Brewing Company,Erie, PA
1201,Lazy Monk Bohemian Pilsner,1445,407,0.05,20,Czech Pilsener,16,Lazy Monk Brewing,Eau Claire, WI
1202,Yellowstone Golden Ale,475,538,0.051,24,Kölsch,12,Lewis and Clark Brewing Company,Helena, MT
1203,Tumbleweed IPA,474,538,0.057,18,American IPA,12,Lewis and Clark Brewing Company,Helena, MT
1204,Lewis & Clark Amber Ale,473,538,0.05,20,American Amber / Red Ale,12,Lewis and Clark Brewing Company,Helena, MT
1205,Miner's Gold Hefeweizen,472,538,0.05,45,Hefeweizen,12,Lewis and Clark Brewing Company,Helena, MT
1206,Back Country Scottish Ale,471,538,0.057,22,Scottish Ale,12,Lewis and Clark Brewing Company,Helena, MT
1207,Getaway,2036,245,0.052,30,German Pilsener,16,Lift Bridge Brewing Company,Stillwater, MN
1208,Farm Girl Saison,1168,245,0.06,30,Saison / Farmhouse Ale,16,Lift Bridge Brewing Company,Stillwater, MN
1209,Adam's Stout,1832,299,0.058,40,American Stout,12,Liquid Hero Brewery,York, PA
1210,American Hero,1688,299,0.057,42,American Amber / Red Ale,12,Liquid Hero Brewery,York, PA
1211,Schweet Ale,1687,299,0.052,20,Fruit / Vegetable Beer,12,Liquid Hero Brewery,York, PA
1212,Irregardless IPA,1686,299,0.065,75,American IPA,12,Liquid Hero Brewery,York, PA
1213,Peach Pale Ale,2434,105,0.057,40,American Pale Ale (APA),12,Lone Tree Brewing Company,Lone Tree, CO
1214,Deadeye Jack,2332,150,0.06,53,American Porter,12,Lonerider Brewing Company,Raleigh, NC
1215,Pistols at Dawn,2330,150,0.075,60,American Stout,16,Lonerider Brewing Company,Raleigh, NC
1216,Peacemaker Pale Ale,2329,150,0.057,47,American Pale Ale (APA),12,Lonerider Brewing Company,Raleigh, NC
1217,Shotgun Betty,2327,150,0.058,11,Hefeweizen,12,Lonerider Brewing Company,Raleigh, NC
1218,Sweet Josie,2326,150,0.061,30,American Brown Ale,12,Lonerider Brewing Company,Raleigh, NC
1219,Long Trail IPA,1926,269,0.059,42,English India Pale Ale (IPA),12,Long Trail Brewing Company,Bridgewater Corners, VT
1220,Long Trail Ale,1924,269,0.046,30,American Amber / Red Ale,12,Long Trail Brewing Company,Bridgewater Corners, VT
1221,Double Bag,1090,269,0.072,33,Altbier,16,Long Trail Brewing Company,Bridgewater Corners, VT
1222,Blackbeary Wheat,574,269,0.04,8,Fruit / Vegetable Beer,12,Long Trail Brewing Company,Bridgewater Corners, VT
1223,Long Trail Ale (1),573,269,0.046,30,Altbier,12,Long Trail Brewing Company,Bridgewater Corners, VT
1224,Gose,2584,42,0.046,8,Gose,16,Lost Nation Brewing,East Fairfield, VT
1225,Vermont Pilsner,2583,42,0.048,20,German Pilsener,16,Lost Nation Brewing,East Fairfield, VT
1226,Mosaic Single Hop IPA,2582,42,0.055,30,American IPA,16,Lost Nation Brewing,East Fairfield, VT
1227,Lost Galaxy,2581,42,0.045,18,American IPA,16,Lost Nation Brewing,East Fairfield, VT
1228,Face Plant IPA,1309,431,0.062,65,American IPA,12,Lost Rhino Brewing Company,Ashburn, VA
1229,Rhino Chasers Pilsner,1308,431,0.056,55,Czech Pilsener,12,Lost Rhino Brewing Company,Ashburn, VA
1230,Slow Hand Stout,1571,378,0.052,29,American Stout,16,Lucette Brewing Company,Menominee, WI
1231,Hips Don't Lie,1204,457,0.062,40,Hefeweizen,16,Lucette Brewing Company,Menominie, WI
1232,Ride Again Pale Ale,1122,457,0.052,11,American Pale Ale (APA),16,Lucette Brewing Company,Menominie, WI
1233,The Farmer's Daughter,700,457,0.048,20,American Blonde Ale,16,Lucette Brewing Company,Menominie, WI
1234,Pub Ale,2033,246,0.038,18,English Dark Mild Ale,12,Lucky Town Brewing Company,Jackson, MS
1235,Ballistic Blonde,2032,246,0.051,31,Belgian Pale Ale,12,Lucky Town Brewing Company,Jackson, MS
1236,Knotty Pine,2311,159,0.054,50,American Pale Ale (APA),12,Lumberyard Brewing Company,Flagstaff, AZ
1237,Lumberyard Pilsner,1153,159,0.053,20,American Pilsner,12,Lumberyard Brewing Company,Flagstaff, AZ
1238,Lumberyard IPA,355,159,0.061,94,American IPA,12,Lumberyard Brewing Company,Flagstaff, AZ
1239,Lumberyard Red Ale,125,159,0.058,43,American Amber / Red Ale,12,Lumberyard Brewing Company,Flagstaff, AZ
1240,Mac's Highlander Pale Ale (2000),962,486,0.05,26,American Pale Ale (APA),12,MacTarnahans Brewing Company,Portland, OR
1241,Mac's Scottish Style Amber Ale (2000),961,486,0.051,32,American Amber / Red Ale,12,MacTarnahans Brewing Company,Portland, OR
1242,Macon Progress Ale,1475,401,0.05,45,American Pale Ale (APA),12,Macon Beer Company,Macon, GA
1243,Macon History Ale,1008,401,0.055,35,American Brown Ale,12,Macon Beer Company,Macon, GA
1244,Galaxy High,2454,92,0.099,104,American Double / Imperial IPA,12,Madtree Brewing Company,Cincinnati, OH
1245,Sol Drifter,2209,92,0.043,18,American Blonde Ale,12,Madtree Brewing Company,Cincinnati, OH
1246,Thunder Snow,2133,92,0.085,100,Winter Warmer,12,Madtree Brewing Company,Cincinnati, OH
1247,The Great Pumpcan,1994,92,0.079,18,Fruit / Vegetable Beer,16,Madtree Brewing Company,Cincinnati, OH
1248,LIFT,1816,92,0.047,11,Kölsch,12,Madtree Brewing Company,Cincinnati, OH
1249,SPRYE,1815,92,0.05,40,American Pale Ale (APA),12,Madtree Brewing Company,Cincinnati, OH
1250,Psychopathy,1126,92,0.069,70,American IPA,12,Madtree Brewing Company,Cincinnati, OH
1251,Gnarly Brown,1125,92,0.07,32,American Brown Ale,12,Madtree Brewing Company,Cincinnati, OH
1252,Happy Amber,1124,92,0.06,30,American Amber / Red Ale,12,Madtree Brewing Company,Cincinnati, OH
1253,#9,1813,304,0.051,20,Fruit / Vegetable Beer,16,Magic Hat Brewing Company,South Burlington, VT
1254,Elder Betty,1113,304,0.055,13,Hefeweizen,12,Magic Hat Brewing Company,South Burlington, VT
1255,#9,360,304,0.051,20,Fruit / Vegetable Beer,12,Magic Hat Brewing Company,South Burlington, VT
1256,High Country Pilsner (Current),511,535,0.042,22,German Pilsener,12,Mammoth Brewing Company,Mammoth Lakes, CA
1257,Epic IPA,75,535,0.065,80,American IPA,12,Mammoth Brewing Company,Mammoth Lakes, CA
1258,Golden Trout Pilsner,74,535,0.042,18,German Pilsener,12,Mammoth Brewing Company,Mammoth Lakes, CA
1259,Real McCoy Amber Ale (Current),73,535,0.045,30,American Amber / Red Ale,12,Mammoth Brewing Company,Mammoth Lakes, CA
1260,Festivus (1),1628,357,0.072,69,Winter Warmer,12,Manayunk Brewing Company,Philadelphia, PA
1261,Manayunk Oktoberfest,1626,357,0.067,72,Märzen / Oktoberfest,12,Manayunk Brewing Company,Philadelphia, PA
1262,Belgian Style Session Ale,1625,357,0.045,21,Belgian Pale Ale,12,Manayunk Brewing Company,Philadelphia, PA
1263,Manayunk IPA,1624,357,0.055,33,American IPA,12,Manayunk Brewing Company,Philadelphia, PA
1264,Yunkin' Punkin',1600,357,0.055,30,Pumpkin Ale,12,Manayunk Brewing Company,Philadelphia, PA
1265,Summer Paradise,1484,357,0.05,18,American Pale Wheat Ale,12,Manayunk Brewing Company,Philadelphia, PA
1266,Monk from the 'Yunk,1356,357,0.09,30,Tripel,12,Manayunk Brewing Company,Philadelphia, PA
1267,Schuylkill Punch,1355,357,0.06,14,Fruit / Vegetable Beer,12,Manayunk Brewing Company,Philadelphia, PA
1268,Dreamin' Double IPA,1334,357,0.085,85,American Double / Imperial IPA,12,Manayunk Brewing Company,Philadelphia, PA
1269,Chaotic Double IPA,1674,347,0.099,93,American Double / Imperial IPA,12,Manzanita Brewing Company,Santee, CA
1270,Manzanita IPA,1673,347,0.08,88,American IPA,12,Manzanita Brewing Company,Santee, CA
1271,Riverwalk Blonde Ale,1672,347,0.06,25,American Blonde Ale,12,Manzanita Brewing Company,Santee, CA
1272,Gillespie Brown Ale,1671,347,0.095,49,American Brown Ale,12,Manzanita Brewing Company,Santee, CA
1273,Manzanita Pale Ale,1670,347,0.066,44,American Pale Ale (APA),12,Manzanita Brewing Company,Santee, CA
1274,Marble Pilsner,1262,444,0.047,16,German Pilsener,12,Marble Brewery,Albuquerque, NM
1275,Marble India Pale Ale,845,444,0.062,55,American IPA,12,Marble Brewery,Albuquerque, NM
1276,Toughcats IPA,1783,318,0.072,27,American IPA,16,Marshall Wharf Brewing Company,Belfast, ME
1277,Tug Pale Ale,1717,318,0.05,21,American Pale Ale (APA),16,Marshall Wharf Brewing Company,Belfast, ME
1278,Sexy Chaos,1716,318,0.099,19,Russian Imperial Stout,16,Marshall Wharf Brewing Company,Belfast, ME
1279,Ace Hole American Pale Ale,1516,318,0.063,69,American Pale Ale (APA),16,Marshall Wharf Brewing Company,Belfast, ME
1280,Cant Dog Imperial Pale Ale,725,318,0.097,85,American Double / Imperial IPA,16,Marshall Wharf Brewing Company,Belfast, ME
1281,River House,2308,162,0.05,20,Saison / Farmhouse Ale,16,Martin House Brewing Company,Fort Worth, TX
1282,Pretzel Stout,2268,162,0.065,47,American Stout,16,Martin House Brewing Company,Fort Worth, TX
1283,Rubberneck Red,2197,162,0.05,35,American Amber / Red Ale,16,Martin House Brewing Company,Fort Worth, TX
1284,The Imperial Texan,2120,162,0.08,74,American Double / Imperial IPA,16,Martin House Brewing Company,Fort Worth, TX
1285,The Imperial Texan,1234,162,0.08,80,American Double / Imperial IPA,12,Martin House Brewing Company,Fort Worth, TX
1286,Day Break 4-Grain Breakfast Beer,1233,162,0.05,26,Rye Beer,16,Martin House Brewing Company,Fort Worth, TX
1287,River House Saison,1232,162,0.05,36,Saison / Farmhouse Ale,12,Martin House Brewing Company,Fort Worth, TX
1288,There Will Be Stout,1231,162,0.065,60,American Stout,12,Martin House Brewing Company,Fort Worth, TX
1289,Our Legacy IPA,1831,300,0.065,60,American IPA,12,Matt Brewing Company,Utica, NY
1290,Saranac Shandy,1359,300,0.042,5,Shandy,12,Matt Brewing Company,Utica, NY
1291,Our Legacy IPA,1135,300,0.065,60,American IPA,16,Matt Brewing Company,Utica, NY
1292,Saranac Golden Pilsener (2003),960,300,0.051,24,German Pilsener,12,Matt Brewing Company,Utica, NY
1293,Saranac Adirondack Light (2002),959,300,0.045,20,Light Lager,12,Matt Brewing Company,Utica, NY
1294,DAX Light (1998),958,300,0.045,18,Light Lager,12,Matt Brewing Company,Utica, NY
1295,Saranac Traditional Lager (2000),957,300,0.048,25,American Pale Lager,12,Matt Brewing Company,Utica, NY
1296,Pomegranate Wheat (2008),956,300,0.047,16,Fruit / Vegetable Beer,12,Matt Brewing Company,Utica, NY
1297,Blueberry Blonde Ale,773,300,0.05,12,American Blonde Ale,12,Matt Brewing Company,Utica, NY
1298,Saranac White IPA,686,300,0.06,30,American IPA,12,Matt Brewing Company,Utica, NY
1299,Saranac Summer Ale (2011),453,300,0.047,15,American Pale Wheat Ale,12,Matt Brewing Company,Utica, NY
1300,Saranac Pale Ale (12 oz.),150,300,0.055,25,English Pale Ale,12,Matt Brewing Company,Utica, NY
1301,Saranac Pale Ale (16 oz.),133,300,0.055,23,English Pale Ale,16,Matt Brewing Company,Utica, NY
1302,Lahaina Town Brown,1578,376,0.051,20,American Brown Ale,12,Maui Brewing Company,Lahaina, HI
1303,Pau Hana Pilsner,1429,376,0.055,16,Czech Pilsener,12,Maui Brewing Company,Lahaina, HI
1304,Lemongrass Saison,1271,376,0.05,7,Saison / Farmhouse Ale,12,Maui Brewing Company,Lahaina, HI
1305,Aloha B’ak’tun,713,376,0.07,23,Belgian Strong Dark Ale,12,Maui Brewing Company,Lahaina, HI
1306,Liquid Breadfruit,712,376,0.082,70,Fruit / Vegetable Beer,12,Maui Brewing Company,Lahaina, HI
1307,Sobrehumano Palena'ole,690,376,0.06,24,American Amber / Red Ale,12,Maui Brewing Company,Lahaina, HI
1308,La Perouse White,547,376,0.05,12,Witbier,12,Maui Brewing Company,Lahaina, HI
1309,Flyin' HI.P.Hay,435,376,0.068,68,American IPA,12,Maui Brewing Company,Lahaina, HI
1310,Mana Wheat,313,376,0.055,15,American Pale Wheat Ale,12,Maui Brewing Company,Lahaina, HI
1311,Bikini Blonde Lager,33,376,0.045,18,Munich Helles Lager,12,Maui Brewing Company,Lahaina, HI
1312,CoCoNut Porter,32,376,0.057,30,American Porter,12,Maui Brewing Company,Lahaina, HI
1313,Big Swell IPA,31,376,0.062,65,American IPA,12,Maui Brewing Company,Lahaina, HI
1314,Pit Stop Chocolate Porter,1237,449,0.037,34,American Porter,12,Mavericks Beer Company,Half Moon Bay, CA
1315,Pace Setter Belgian Style Wit,1236,449,0.037,21,Witbier,12,Mavericks Beer Company,Half Moon Bay, CA
1316,Back in the Saddle Rye Pale Ale,1047,449,0.037,53,American Pale Ale (APA),12,Mavericks Beer Company,Half Moon Bay, CA
1317,Bushwhacker Cider,1986,255,0.069,85,Cider,16,Meckley's Cidery,Somerset Center, MI
1318,Weim-R-Iner,1985,255,0.069,28,Cider,16,Meckley's Cidery,Somerset Center, MI
1319,Cherry Bomb,1984,255,0.069,65,Cider,16,Meckley's Cidery,Somerset Center, MI
1320,Tsunami IPA,2186,204,0.072,75,American IPA,19.2,Mehana Brewing Co.,Hilo, HI
1321,Tsunami IPA,2185,204,0.072,75,American IPA,12,Mehana Brewing Co.,Hilo, HI
1322,Humpback Blonde Ale,2184,204,0.042,22,American Blonde Ale,12,Mehana Brewing Co.,Hilo, HI
1323,Hawaiian Crow Porter,2178,204,0.052,27,American Porter,12,Mehana Brewing Co.,Hilo, HI
1324,Volcano Red Ale,2177,204,0.052,23,American Amber / Red Ale,12,Mehana Brewing Co.,Hilo, HI
1325,Mauna Kea Pale Ale,2176,204,0.054,42,American Pale Ale (APA),12,Mehana Brewing Co.,Hilo, HI
1326,Shark Bait,1508,394,0.053,11,Fruit / Vegetable Beer,12,Miami Brewing Company,Miami, FL
1327,Gator Tail Brown Ale,1507,394,0.053,30,American Brown Ale,12,Miami Brewing Company,Miami, FL
1328,Miami Vice IPA,1506,394,0.071,62,American IPA,12,Miami Brewing Company,Miami, FL
1329,Big Rod Coconut Ale,1325,394,0.053,16,American Blonde Ale,12,Miami Brewing Company,Miami, FL
1330,Mickey Finn's Amber Ale,174,553,0.056,36,American Amber / Red Ale,12,Mickey Finn's Brewery,Libertyville, IL
1331,Pleasure Town,2093,224,0.063,61,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK
1332,Pleasure Town IPA,1814,224,0.063,61,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK
1333,Snowshoe White Ale,587,224,0.048,12,Witbier,12,Midnight Sun Brewing Company,Anchorage, AK
1334,Kodiak Brown Ale,586,224,0.05,24,American Brown Ale,12,Midnight Sun Brewing Company,Anchorage, AK
1335,Sockeye Red IPA,434,224,0.057,70,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK
1336,Habitus (2014),2668,4,0.08,100,American Double / Imperial IPA,16,Mike Hess Brewing Company,San Diego, CA
1337,Solis,2667,4,0.075,85,American IPA,16,Mike Hess Brewing Company,San Diego, CA
1338,Jucundus,2666,4,0.06,24,Wheat Ale,16,Mike Hess Brewing Company,San Diego, CA
1339,Habitus,2664,4,0.08,100,American Double / Imperial IPA,16,Mike Hess Brewing Company,San Diego, CA
1340,Grazias,2663,4,0.063,30,Cream Ale,16,Mike Hess Brewing Company,San Diego, CA
1341,Claritas,2662,4,0.058,28,Kölsch,16,Mike Hess Brewing Company,San Diego, CA
1342,Vinyl Frontier,2535,66,0.083,65,American Double / Imperial IPA,24,Mikerphone Brewing,Chicago, IL
1343,Disco Superfly,2534,66,0.08,74,American IPA,24,Mikerphone Brewing,Chicago, IL
1344,Misty Mountain Hop,2533,66,0.075,60,American IPA,24,Mikerphone Brewing,Chicago, IL
1345,One-Hit Wonderful,2532,66,0.075,97,Belgian IPA,24,Mikerphone Brewing,Chicago, IL
1346,En Parfaite Harmonie,2531,66,0.065,70,Saison / Farmhouse Ale,24,Mikerphone Brewing,Chicago, IL
1347,Daft Funk,2530,66,0.043,8,Berliner Weissbier,24,Mikerphone Brewing,Chicago, IL
1348,Love In An Ellavator,2529,66,0.075,12,American IPA,24,Mikerphone Brewing,Chicago, IL
1349,Spin Doctor,2528,66,0.053,35,American Pale Ale (APA),24,Mikerphone Brewing,Chicago, IL
1350,Keeper (Current),1612,364,0.05,35,American Pilsner,12,Mikkeller,Pottstown, PA
1351,Better Half,1611,364,0.068,60,American IPA,12,Mikkeller,Pottstown, PA
1352,SNO White Ale,1273,441,0.048,35,Witbier,16,MillKing It Productions,Royal Oak, MI
1353,BRIK Irish Red Ale,365,441,0.048,30,Irish Red Ale,16,MillKing It Productions,Royal Oak, MI
1354,AXL Pale Ale,273,441,0.063,42,American Pale Ale (APA),16,MillKing It Productions,Royal Oak, MI
1355,Hop Freak,1884,285,0.087,80,American Double / Imperial IPA,16,Milwaukee Brewing Company,Milwaukee, WI
1356,Louie's Demise Amber Ale,1272,285,0.051,24,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee, WI
1357,Hop Happy,1080,285,0.075,51,American IPA,16,Milwaukee Brewing Company,Milwaukee, WI
1358,Booyah Farmhouse Ale,932,285,0.065,20,Saison / Farmhouse Ale,16,Milwaukee Brewing Company,Milwaukee, WI
1359,O-Gii,776,285,0.092,126,Witbier,16,Milwaukee Brewing Company,Milwaukee, WI
1360,Flaming Damsel Lager (2010),172,285,0.048,18,Vienna Lager,16,Milwaukee Brewing Company,Milwaukee, WI
1361,Louie’s Demise Immort-Ale (2010),171,285,0.051,24,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee, WI
1362,Axe Head Malt Liquor,2361,135,0.099,99,American Malt Liquor,24,Minhas Craft Brewery,Monroe, WI
1363,Huber Bock (2014),2359,135,0.054,40,Bock,16,Minhas Craft Brewery,Monroe, WI
1364,Minhas Light (2012),2358,135,0.04,42,Light Lager,12,Minhas Craft Brewery,Monroe, WI
1365,Huber,2282,135,0.05,35,American Pale Lager,12,Minhas Craft Brewery,Monroe, WI
1366,Clear Creek Ice,2281,135,0.062,45,American Pale Lager,16,Minhas Craft Brewery,Monroe, WI
1367,Clear Creek Ice,2280,135,0.062,68,American Pale Lager,12,Minhas Craft Brewery,Monroe, WI
1368,Mountain Crest,2279,135,0.055,40,American Pale Lager,16,Minhas Craft Brewery,Monroe, WI
1369,Mountain Crest,2278,135,0.055,33,American Pale Lager,12,Minhas Craft Brewery,Monroe, WI
1370,Mountain Creek (2013),2277,135,0.055,60,American Pale Lager,12,Minhas Craft Brewery,Monroe, WI
1371,Boxer,2276,135,0.05,21,American Adjunct Lager,24,Minhas Craft Brewery,Monroe, WI
1372,Boxer Light,2275,135,0.042,42,Light Lager,12,Minhas Craft Brewery,Monroe, WI
1373,Boxer Ice,2274,135,0.055,42,American Adjunct Lager,12,Minhas Craft Brewery,Monroe, WI
1374,Boxer,2273,135,0.05,21,American Adjunct Lager,12,Minhas Craft Brewery,Monroe, WI
1375,Cortez Gold,2442,99,0.05,36,Belgian Pale Ale,32,Mission Brewery,San Diego, CA
1376,Mission IPA,2441,99,0.068,66,American IPA,32,Mission Brewery,San Diego, CA
1377,El Conquistador Extra Pale Ale,1460,99,0.048,44,American Pale Ale (APA),32,Mission Brewery,San Diego, CA
1378,Shipwrecked Double IPA,1459,99,0.092,75,American Double / Imperial IPA,32,Mission Brewery,San Diego, CA
1379,Squeaky Bike Nut Brown Ale,1476,400,0.04,18,American Brown Ale,16,Moab Brewery,Moab, UT
1380,Dead Horse Amber,902,400,0.04,9,American Pale Wheat Ale,16,Moab Brewery,Moab, UT
1381,Rocket Bike American Lager,645,400,0.04,13,California Common / Steam Beer,16,Moab Brewery,Moab, UT
1382,Johnny's American IPA,644,400,0.04,13,American IPA,16,Moab Brewery,Moab, UT
1383,Boneshaker Brown Ale,337,548,0.055,37,English Brown Ale,24,Moat Mountain Smoke House & Brew...,North Conway, NH
1384,Iron Mike Pale Ale,336,548,0.056,21,American Pale Ale (APA),24,Moat Mountain Smoke House & Brew...,North Conway, NH
1385,Monkadelic,2236,190,0.042,38,American Pale Ale (APA),12,Modern Monks Brewery,Lincoln, NE
1386,City of the Sun,2159,210,0.075,85,American IPA,16,Modern Times Beer,San Diego, CA
1387,Booming Rollers,2157,210,0.068,75,American IPA,16,Modern Times Beer,San Diego, CA
1388,Oneida,2156,210,0.052,50,American Pale Ale (APA),16,Modern Times Beer,San Diego, CA
1389,Aurora ,2154,210,0.067,75,American Amber / Red Ale,16,Modern Times Beer,San Diego, CA
1390,Lomaland,1495,210,0.055,30,Saison / Farmhouse Ale,16,Modern Times Beer,San Diego, CA
1391,Fortunate Islands,1494,210,0.047,46,American Pale Wheat Ale,16,Modern Times Beer,San Diego, CA
1392,Black House,1493,210,0.058,40,American Stout,16,Modern Times Beer,San Diego, CA
1393,Blazing World,1492,210,0.065,115,American Amber / Red Ale,16,Modern Times Beer,San Diego, CA
1394,Wapiti Amber Ale,327,550,0.05,7,American Amber / Red Ale,12,Mogollon Brewing Company,Flagstaff, AZ
1395,Sweet Georgia Brown,719,515,0.054,23,American Brown Ale,16,Monkey Paw Pub & Brewery,San Diego, CA
1396,Rich Man's IIPA,718,515,0.087,86,American Double / Imperial IPA,16,Monkey Paw Pub & Brewery,San Diego, CA
1397,Monkey Paw Oatmeal Pale Ale,717,515,0.058,18,American Pale Ale (APA),16,Monkey Paw Pub & Brewery,San Diego, CA
1398,Montauk Summer Ale,1907,277,0.056,28,American Blonde Ale,12,Montauk Brewing Company,Montauk, NY
1399,Driftwood Ale,1906,277,0.06,49,Extra Special / Strong Bitter (ESB),12,Montauk Brewing Company,Montauk, NY
1400,When Helles Freezes Over,1756,327,0.056,18,Munich Helles Lager,12,Morgan Street Brewery,Saint Louis, MO
1401,Morgan Street Oktoberfest,1617,327,0.049,24,Märzen / Oktoberfest,12,Morgan Street Brewery,Saint Louis, MO
1402,Honey Wheat,1052,327,0.047,14,American Pale Wheat Ale,12,Morgan Street Brewery,Saint Louis, MO
1403,Black Bear Dark Lager,1051,327,0.046,24,Schwarzbier,12,Morgan Street Brewery,Saint Louis, MO
1404,Golden Pilsner,1046,327,0.05,35,German Pilsener,12,Morgan Street Brewery,Saint Louis, MO
1405,Cali Creamin',2413,112,0.052,21,Cream Ale,12,Mother Earth Brew Company,Vista, CA
1406,Second Wind Pale Ale,419,541,0.05,24,American Pale Ale (APA),12,Mother Earth Brewing Company,Kinston, NC
1407,Sunny Haze,408,541,0.05,26,Hefeweizen,12,Mother Earth Brewing Company,Kinston, NC
1408,Towhead,2237,189,0.052,21,American Blonde Ale,12,Mother's Brewing,Springfield, MO
1409,Lil' Helper,2208,189,0.07,70,American IPA,12,Mother's Brewing,Springfield, MO
1410,Train Wreck,1952,261,0.082,85,American Amber / Red Ale,16,Mountain Town Brewing Company ,Mount Pleasant, MI
1411,Full Moon Belgian White Ale,768,508,0.085,35,Witbier,12,Mudshark Brewing Company,Lake Havasu City, AZ
1412,Desert Magic IPA,625,508,0.072,27,American IPA,12,Mudshark Brewing Company,Lake Havasu City, AZ
1413,Up River Light,326,508,0.042,13,Light Lager,12,Mudshark Brewing Company,Lake Havasu City, AZ
1414,Full Moon Belgian White Ale (2007),132,508,0.085,138,Witbier,12,Mudshark Brewing Company,Lake Havasu City, AZ
1415,Dry Heat Hefeweizen (2006),131,508,0.055,33,Hefeweizen,12,Mudshark Brewing Company,Lake Havasu City, AZ
1416,Mustang Sixty-Six,1598,367,0.05,32,American Amber / Red Lager,12,Mustang Brewing Company,Mustang, OK
1417,Mustang '33,862,367,0.04,20,American Pale Lager,12,Mustang Brewing Company,Mustang, OK
1418,Session '33 (2011),699,367,0.04,35,American Pale Lager,12,Mustang Brewing Company,Mustang, OK
1419,Mustang Golden Ale,421,367,0.053,10,American Blonde Ale,12,Mustang Brewing Company,Mustang, OK
1420,Washita Wheat,420,367,0.053,14,American Pale Wheat Ale,12,Mustang Brewing Company,Mustang, OK
1421,Gansett Light,2345,144,0.037,10,Light Lager,16,Narragansett Brewing Company,Providence, RI
1422,Bohemian Pils,2224,144,0.052,30,American Pilsner,16,Narragansett Brewing Company,Providence, RI
1423,Autocrat Coffee Milk Stout,1775,144,0.053,30,Milk / Sweet Stout,16,Narragansett Brewing Company,Providence, RI
1424,Narragansett Bohemian Pilsner,1291,144,0.086,35,German Pilsener,16,Narragansett Brewing Company,Providence, RI
1425,Narragansett Summer Ale,1093,144,0.042,24,American Pale Wheat Ale,12,Narragansett Brewing Company,Providence, RI
1426,Narragansett Cream Ale,580,144,0.05,22,Cream Ale,16,Narragansett Brewing Company,Providence, RI
1427,Narragansett Summer Ale,403,144,0.042,24,American Pale Wheat Ale,16,Narragansett Brewing Company,Providence, RI
1428,Narragansett Porter,316,144,0.07,22,American Porter,16,Narragansett Brewing Company,Providence, RI
1429,Narragansett Bock,315,144,0.065,32,Bock,16,Narragansett Brewing Company,Providence, RI
1430,Narragansett Fest Lager,314,144,0.055,15,Märzen / Oktoberfest,16,Narragansett Brewing Company,Providence, RI
1431,Undun Blonde Ale,1537,388,0.053,26,American Blonde Ale,16,Natian Brewery,Portland, OR
1432,CuDa Cascadian Dark Ale,1536,388,0.074,55,American Black Ale,16,Natian Brewery,Portland, OR
1433,Old Grogham Imperial India Pale Ale,1265,388,0.085,86,American Double / Imperial IPA,16,Natian Brewery,Portland, OR
1434,Old Grogham Imperial India Pale Ale (2012),747,388,0.085,86,American Double / Imperial IPA,16,Natian Brewery,Portland, OR
1435,CuDa Cascadian Dark Ale (2012),746,388,0.074,85,American Black Ale,16,Natian Brewery,Portland, OR
1436,Undun Blonde Ale (2012),654,388,0.053,30,American Blonde Ale,16,Natian Brewery,Portland, OR
1437,Wick For Brains,1705,338,0.061,11,Pumpkin Ale,12,Nebraska Brewing Company,Papillion, NE
1438,Nebraska India Pale Ale,1148,338,0.065,65,American IPA,12,Nebraska Brewing Company,Papillion, NE
1439,EOS Hefeweizen,1147,338,0.048,10,Hefeweizen,12,Nebraska Brewing Company,Papillion, NE
1440,Brunette Nut Brown Ale,1146,338,0.048,15,English Brown Ale,12,Nebraska Brewing Company,Papillion, NE
1441,Cardinal Pale Ale,1145,338,0.057,29,American Pale Ale (APA),12,Nebraska Brewing Company,Papillion, NE
1442,County Line IPA,1758,326,0.066,50,American IPA,12,Neshaminy Creek Brewing Company,Croydon, PA
1443,Trauger Pilsner,1757,326,0.048,30,German Pilsener,12,Neshaminy Creek Brewing Company,Croydon, PA
